Frame	Temps(s)	X(m)	Y(m)	Z(m)
563	1776691762.427	-0.2567	0.2209	1.3878
564	1776691762.475	-0.2571	0.2214	1.3811
565	1776691762.507	-0.256	0.2214	1.3744
566	1776691762.533	-0.2571	0.2216	1.3681
567	1776691762.565	-0.2547	0.2213	1.3614
568	1776691762.587	-0.2554	0.2215	1.3556
569	1776691762.627	-0.2549	0.2216	1.3467
570	1776691762.664	-0.2531	0.221	1.3415
571	1776691762.69	-0.2539	0.2212	1.3352
572	1776691762.728	-0.2525	0.2225	1.3286
573	1776691762.761	-0.2521	0.2221	1.3219
574	1776691762.793	-0.2512	0.2221	1.3168
575	1776691762.824	-0.2508	0.2226	1.3108
576	1776691762.856	-0.2472	0.2219	1.3042
577	1776691762.888	-0.2474	0.222	1.2957
578	1776691762.919	-0.2458	0.2225	1.2915
579	1776691762.951	-0.2412	0.222	1.282
580	1776691762.983	-0.241	0.2225	1.2783
581	1776691763.015	-0.2396	0.2226	1.2717
582	1776691763.046	-0.2383	0.2235	1.2651
583	1776691763.079	-0.2399	0.2233	1.2612
584	1776691763.11	-0.2354	0.2235	1.2506
585	1776691763.141	-0.237	0.2232	1.2479
586	1776691763.179	-0.2347	0.2234	1.2393
587	1776691763.204	-0.2334	0.2238	1.23
588	1776691763.236	-0.2316	0.2236	1.2287
589	1776691763.268	-0.2291	0.2237	1.2209
590	1776691763.301	-0.2307	0.224	1.2158
591	1776691763.333	-0.2302	0.2242	1.2127
592	1776691763.365	-0.2289	0.2246	1.2012
593	1776691763.395	-0.227	0.2243	1.1952
594	1776691763.426	-0.2254	0.2242	1.1928
595	1776691763.458	-0.2257	0.2229	1.1891
596	1776691763.491	-0.2244	0.2224	1.1856
597	1776691763.523	-0.2234	0.2225	1.179
598	1776691763.554	-0.2196	0.224	1.1638
599	1776691763.587	-0.2168	0.2241	1.1589
600	1776691763.618	-0.2167	0.2235	1.1553
601	1776691763.651	-0.2159	0.2237	1.1507
602	1776691763.679	-0.2127	0.2233	1.1486
603	1776691763.711	-0.2114	0.2234	1.1429
604	1776691763.743	-0.2097	0.2241	1.1308
605	1776691763.779	-0.2069	0.2226	1.1287
606	1776691763.806	-0.2053	0.2227	1.1245
607	1776691763.837	-0.2047	0.2227	1.1192
608	1776691763.869	-0.2047	0.2233	1.1178
609	1776691763.901	-0.2061	0.2234	1.1127
610	1776691763.933	-0.2059	0.2234	1.1085
611	1776691763.964	-0.206	0.2246	1.0944
612	1776691763.995	-0.1913	0.2249	1.0887
613	1776691764.042	-0.1857	0.2246	1.0847
614	1776691764.074	-0.1929	0.2244	1.0829
615	1776691764.106	-0.1897	0.2238	1.0784
616	1776691764.138	-0.1889	0.2243	1.0763
617	1776691764.17	-0.1887	0.2245	1.0689
618	1776691764.201	-0.1888	0.2245	1.0612
619	1776691764.233	-0.1885	0.2244	1.0594
620	1776691764.265	-0.1891	0.2241	1.058
621	1776691764.296	-0.1903	0.224	1.0541
622	1776691764.328	-0.1869	0.2234	1.0504
623	1776691764.359	-0.1869	0.2235	1.0464
624	1776691764.391	-0.1853	0.2235	1.0434
625	1776691764.423	-0.1823	0.2244	1.0324
626	1776691764.455	-0.181	0.2242	1.029
627	1776691764.488	-0.1784	0.2244	1.0226
628	1776691764.518	-0.1772	0.2244	1.0221
629	1776691764.55	-0.1747	0.2247	1.0155
630	1776691764.597	-0.1728	0.2249	1.0114
631	1776691764.629	-0.1738	0.2252	1.0047
632	1776691764.661	-0.1714	0.2248	1.0044
633	1776691764.693	-0.1707	0.2249	1.0007
634	1776691764.728	-0.1696	0.2248	0.9969
635	1776691764.756	-0.1675	0.2244	0.9946
636	1776691764.788	-0.1667	0.2252	0.9887
637	1776691764.819	-0.1641	0.225	0.9839
638	1776691764.856	-0.1629	0.2242	0.979
639	1776691764.888	-0.161	0.224	0.9755
640	1776691764.914	-0.1597	0.2245	0.9731
641	1776691764.946	-0.1574	0.2246	0.9657
642	1776691764.981	-0.1573	0.2233	0.9643
643	1776691765.01	-0.1557	0.2244	0.9516
644	1776691765.041	-0.1536	0.2241	0.9486
645	1776691765.091	-0.1517	0.2244	0.9408
646	1776691765.121	-0.1507	0.2243	0.937
647	1776691765.137	-0.144	0.2221	0.9317
648	1776691765.181	-0.1416	0.2226	0.9278
649	1776691765.2	-0.1388	0.2237	0.9219
650	1776691765.256	-0.1395	0.2232	0.9186
651	1776691765.288	-0.1374	0.2235	0.9133
652	1776691765.311	-0.1361	0.2237	0.9077
653	1776691765.343	-0.1342	0.2235	0.9036
654	1776691765.381	-0.1327	0.2226	0.9004
655	1776691765.406	-0.132	0.2233	0.8963
656	1776691765.438	-0.1298	0.2227	0.8919
657	1776691765.469	-0.1293	0.2226	0.889
658	1776691765.501	-0.1277	0.2225	0.8854
659	1776691765.533	-0.1242	0.2224	0.8787
660	1776691765.587	-0.1233	0.2218	0.8748
661	1776691765.624	-0.1209	0.2237	0.8734
662	1776691765.659	-0.1214	0.2225	0.8687
663	1776691765.7	-0.1191	0.2231	0.8621
664	1776691765.734	-0.1174	0.2225	0.8611
665	1776691765.77	-0.1172	0.2229	0.8567
666	1776691765.802	-0.1171	0.2228	0.8566
667	1776691765.833	-0.1157	0.223	0.8537
668	1776691765.882	-0.1142	0.2236	0.8497
669	1776691765.912	-0.1135	0.2233	0.8493
670	1776691765.944	-0.1131	0.223	0.8465
671	1776691765.989	-0.1121	0.2222	0.8469
672	1776691766.023	-0.1113	0.2224	0.8402
673	1776691766.054	-0.1113	0.2228	0.8408
674	1776691766.086	-0.1109	0.2224	0.8381
675	1776691766.132	-0.1106	0.2219	0.837
676	1776691766.166	-0.1098	0.2212	0.8348
677	1776691766.197	-0.1094	0.2214	0.8324
678	1776691766.245	-0.1088	0.2217	0.8312
679	1776691766.282	-0.1083	0.2217	0.8289
680	1776691766.324	-0.1079	0.2209	0.829
681	1776691766.357	-0.1078	0.2209	0.8267
682	1776691766.403	-0.1081	0.2216	0.8242
683	1776691766.451	-0.1074	0.2214	0.822
684	1776691766.504	-0.1075	0.2212	0.8208
685	1776691766.547	-0.1077	0.2206	0.8197
686	1776691766.582	-0.1063	0.2207	0.8159
687	1776691766.63	-0.1053	0.2209	0.8157
688	1776691766.662	-0.1041	0.2202	0.8142
689	1776691766.706	-0.1044	0.2206	0.813
690	1776691766.758	-0.1028	0.2205	0.8131
691	1776691766.8	-0.1022	0.2209	0.81
692	1776691766.848	-0.1017	0.2201	0.8082
693	1776691766.882	-0.1013	0.22	0.8075
694	1776691766.911	-0.1006	0.2201	0.8041
695	1776691766.958	-0.1001	0.2207	0.8019
696	1776691767.005	-0.0988	0.221	0.8001
697	1776691767.037	-0.0997	0.2205	0.8024
698	1776691767.084	-0.0996	0.2203	0.8016
699	1776691767.116	-0.0989	0.2204	0.8001
700	1776691767.147	-0.0979	0.2206	0.7953
701	1776691767.182	-0.0975	0.2201	0.7961
702	1776691767.21	-0.0949	0.221	0.7922
703	1776691767.242	-0.0936	0.2205	0.7913
704	1776691767.289	-0.0936	0.2227	0.7824
705	1776691767.32	-0.0928	0.2225	0.7799
706	1776691767.352	-0.0924	0.2221	0.778
707	1776691767.384	-0.0913	0.2219	0.7755
708	1776691767.447	-0.09	0.2217	0.7735
709	1776691767.494	-0.0888	0.2219	0.7676
710	1776691767.525	-0.0897	0.2216	0.7645
711	1776691767.557	-0.0873	0.2213	0.7621
712	1776691767.588	-0.0865	0.2221	0.756
713	1776691767.62	-0.0841	0.2221	0.7522
714	1776691767.651	-0.0826	0.2222	0.748
715	1776691767.683	-0.0793	0.2223	0.7453
716	1776691767.715	-0.0809	0.2204	0.7452
717	1776691767.746	-0.0783	0.2221	0.7373
718	1776691767.794	-0.079	0.2231	0.7318
719	1776691767.826	-0.0785	0.2225	0.7312
720	1776691767.858	-0.077	0.2227	0.7292
721	1776691767.895	-0.0751	0.2227	0.7264
722	1776691767.92	-0.0774	0.2229	0.727
723	1776691767.968	-0.076	0.2226	0.7249
724	1776691768.0	-0.0738	0.2226	0.7232
725	1776691768.031	-0.0744	0.2225	0.7225
726	1776691768.078	-0.0745	0.223	0.7211
727	1776691768.11	-0.0743	0.2228	0.7182
728	1776691768.142	-0.0747	0.2231	0.7181
729	1776691768.173	-0.0741	0.223	0.7157
730	1776691768.205	-0.0744	0.223	0.7155
731	1776691768.236	-0.0733	0.2232	0.715
732	1776691768.268	-0.0721	0.2232	0.7146
733	1776691768.299	-0.0725	0.2237	0.7116
734	1776691768.331	-0.0728	0.2232	0.7118
735	1776691768.363	-0.0713	0.2233	0.7101
736	1776691768.394	-0.0706	0.2233	0.7095
737	1776691768.426	-0.0667	0.2237	0.7066
738	1776691768.474	-0.0652	0.2242	0.7063
739	1776691768.506	-0.0673	0.2245	0.7036
740	1776691768.538	-0.0692	0.2241	0.7059
741	1776691768.569	-0.0648	0.2249	0.705
742	1776691768.601	-0.0647	0.2242	0.7062
743	1776691768.632	-0.0649	0.2242	0.7053
744	1776691768.663	-0.0645	0.2237	0.7043
745	1776691768.695	-0.0646	0.2235	0.7057
746	1776691768.726	-0.0657	0.2234	0.7043
747	1776691768.774	-0.0661	0.2231	0.7049
748	1776691768.805	-0.0623	0.2238	0.7009
749	1776691768.837	-0.062	0.2233	0.7004
750	1776691768.884	-0.0626	0.2236	0.7018
751	1776691768.938	-0.0614	0.224	0.698
752	1776691768.964	-0.0624	0.2245	0.698
753	1776691769.027	-0.0621	0.2242	0.6949
754	1776691769.075	-0.0605	0.2238	0.6956
755	1776691769.106	-0.0607	0.2231	0.6962
756	1776691769.137	-0.0612	0.2235	0.6952
757	1776691769.184	-0.0611	0.224	0.6915
758	1776691769.216	-0.0607	0.2242	0.6927
759	1776691769.247	-0.0611	0.2242	0.6926
760	1776691769.279	-0.0605	0.2247	0.692
761	1776691769.31	-0.0605	0.2243	0.6927
762	1776691769.342	-0.0605	0.2245	0.6923
763	1776691769.389	-0.0605	0.2247	0.692
764	1776691769.421	-0.0612	0.225	0.691
765	1776691769.452	-0.0606	0.2251	0.69
766	1776691769.5	-0.0608	0.2245	0.6913
767	1776691769.531	-0.0613	0.2244	0.6915
768	1776691769.563	-0.0611	0.2242	0.693
769	1776691769.594	-0.0615	0.2248	0.6902
770	1776691769.625	-0.0616	0.2247	0.6901
771	1776691769.67	-0.0616	0.2247	0.691
772	1776691769.702	-0.0613	0.2242	0.691
773	1776691769.732	-0.0608	0.2241	0.6922
774	1776691769.785	-0.0604	0.2244	0.6925
775	1776691769.815	-0.0611	0.2244	0.6921
776	1776691769.846	-0.0611	0.2241	0.6921
777	1776691769.885	-0.0606	0.2239	0.6924
778	1776691769.909	-0.0604	0.2235	0.6918
779	1776691769.941	-0.0601	0.2236	0.6925
780	1776691769.973	-0.0601	0.2234	0.6925
781	1776691770.004	-0.0597	0.2233	0.6914
782	1776691770.036	-0.0605	0.2239	0.692
783	1776691770.075	-0.0607	0.2238	0.6913
784	1776691770.107	-0.0602	0.2242	0.691
785	1776691770.147	-0.0597	0.2246	0.6907
786	1776691770.178	-0.0601	0.2246	0.6902
787	1776691770.21	-0.0612	0.2246	0.6915
788	1776691770.241	-0.061	0.2244	0.6904
789	1776691770.273	-0.0613	0.2245	0.6904
790	1776691770.305	-0.0616	0.2239	0.6925
791	1776691770.336	-0.0611	0.2242	0.6904
792	1776691770.367	-0.0625	0.2242	0.6913
793	1776691770.399	-0.0606	0.2241	0.6903
794	1776691770.431	-0.0609	0.2243	0.6882
795	1776691770.475	-0.0604	0.224	0.6887
796	1776691770.507	-0.0603	0.2238	0.6886
797	1776691770.535	-0.0605	0.2239	0.6899
798	1776691770.558	-0.0609	0.2237	0.6903
799	1776691770.59	-0.0604	0.224	0.6906
800	1776691770.621	-0.0604	0.2243	0.6887
801	1776691770.653	-0.0601	0.2245	0.6898
802	1776691770.685	-0.0602	0.2246	0.6886
803	1776691770.716	-0.0603	0.2238	0.6914
804	1776691770.748	-0.0602	0.2245	0.6901
805	1776691770.787	-0.06	0.2234	0.692
806	1776691770.825	-0.0598	0.2242	0.6894
807	1776691770.85	-0.0604	0.2245	0.6876
808	1776691770.882	-0.0611	0.2248	0.6878
809	1776691770.914	-0.0606	0.2246	0.6891
810	1776691770.946	-0.0604	0.2243	0.6898
811	1776691770.977	-0.0607	0.2243	0.6912
812	1776691771.024	-0.0602	0.2245	0.6911
813	1776691771.056	-0.0606	0.2244	0.6888
814	1776691771.087	-0.0608	0.2247	0.6871
815	1776691771.119	-0.0609	0.2244	0.6883
816	1776691771.15	-0.0608	0.2242	0.6892
817	1776691771.182	-0.0605	0.2254	0.6867
818	1776691771.214	-0.0602	0.2249	0.6891
819	1776691771.245	-0.0599	0.2247	0.6893
820	1776691771.276	-0.0597	0.2246	0.6889
821	1776691771.307	-0.0604	0.2245	0.6879
822	1776691771.339	-0.0607	0.2244	0.6882
823	1776691771.371	-0.0601	0.2246	0.6894
824	1776691771.402	-0.0598	0.2244	0.6895
825	1776691771.435	-0.0596	0.2242	0.6898
826	1776691771.465	-0.06	0.2243	0.6907
827	1776691771.513	-0.0603	0.2243	0.6915
