Frame	Temps(s)	X(m)	Y(m)	Z(m)
566	1776692366.514	0.2033	0.2185	0.8365
567	1776692366.545	0.208	0.2184	0.8397
568	1776692366.577	0.2122	0.2179	0.8445
569	1776692366.61	0.2156	0.2185	0.8449
570	1776692366.624	0.2191	0.2184	0.8492
571	1776692366.663	0.2234	0.2185	0.8535
572	1776692366.688	0.2253	0.218	0.8563
573	1776692366.72	0.2296	0.2179	0.8596
574	1776692366.755	0.2322	0.2185	0.8608
575	1776692366.781	0.2337	0.218	0.8627
576	1776692366.813	0.238	0.2185	0.8678
577	1776692366.845	0.2396	0.2188	0.8666
578	1776692366.876	0.2463	0.2183	0.8691
579	1776692366.908	0.2496	0.2177	0.8733
580	1776692366.939	0.2536	0.2177	0.8754
581	1776692366.975	0.2542	0.2179	0.8777
582	1776692367.008	0.2595	0.2182	0.8825
583	1776692367.034	0.2614	0.2182	0.8833
584	1776692367.066	0.2642	0.2186	0.8889
585	1776692367.137	0.2679	0.2183	0.8956
586	1776692367.186	0.2699	0.2195	0.8938
587	1776692367.224	0.2728	0.2191	0.8992
588	1776692367.255	0.2757	0.2186	0.9048
589	1776692367.286	0.2774	0.2198	0.904
590	1776692367.328	0.2803	0.2201	0.9044
591	1776692367.35	0.2827	0.2198	0.9093
592	1776692367.405	0.2853	0.2201	0.9133
593	1776692367.428	0.2871	0.2203	0.9148
594	1776692367.466	0.2892	0.2202	0.9183
595	1776692367.492	0.2916	0.2198	0.9227
596	1776692367.523	0.2934	0.2196	0.9236
597	1776692367.564	0.2939	0.2201	0.9239
598	1776692367.587	0.2967	0.2208	0.9289
599	1776692367.626	0.2955	0.2209	0.9295
600	1776692367.649	0.2971	0.221	0.9314
601	1776692367.68	0.3007	0.2207	0.9345
602	1776692367.712	0.3021	0.2208	0.9374
603	1776692367.759	0.3043	0.2212	0.9411
604	1776692367.775	0.3054	0.2206	0.9435
605	1776692367.806	0.3062	0.2204	0.9448
606	1776692367.838	0.3083	0.2203	0.9445
607	1776692367.869	0.3076	0.2203	0.9473
608	1776692367.905	0.3119	0.2199	0.9476
609	1776692367.935	0.3114	0.2197	0.948
610	1776692367.964	0.3122	0.2199	0.9472
611	1776692367.98	0.312	0.2199	0.9481
612	1776692368.011	0.3125	0.2199	0.9497
613	1776692368.043	0.3107	0.2196	0.9471
614	1776692368.074	0.3104	0.2203	0.9466
615	1776692368.106	0.3099	0.2196	0.9465
616	1776692368.137	0.3089	0.2198	0.9464
617	1776692368.168	0.3101	0.2201	0.9459
618	1776692368.2	0.3073	0.2201	0.9465
619	1776692368.215	0.3034	0.219	0.9474
620	1776692368.247	0.3082	0.2196	0.9466
621	1776692368.279	0.3074	0.2186	0.9466
622	1776692368.31	0.3127	0.2202	0.946
623	1776692368.342	0.3104	0.2201	0.9455
624	1776692368.365	0.3106	0.2201	0.9452
625	1776692368.39	0.309	0.2212	0.9442
626	1776692368.421	0.3091	0.2207	0.945
627	1776692368.452	0.3093	0.2206	0.9438
628	1776692368.484	0.3085	0.2206	0.945
629	1776692368.501	0.3086	0.2205	0.9451
630	1776692368.547	0.3075	0.2205	0.9449
631	1776692368.565	0.3079	0.2203	0.9455
632	1776692368.598	0.305	0.2188	0.9452
633	1776692368.63	0.3058	0.2184	0.948
634	1776692368.666	0.3099	0.2199	0.9466
635	1776692368.688	0.3098	0.2199	0.9466
636	1776692368.72	0.3099	0.2196	0.9468
637	1776692368.752	0.3118	0.2197	0.9465
638	1776692368.783	0.31	0.2198	0.947
639	1776692368.815	0.3083	0.2187	0.9461
640	1776692368.846	0.3108	0.2196	0.9465
641	1776692368.866	0.309	0.2188	0.9462
642	1776692368.895	0.3095	0.22	0.9442
643	1776692368.926	0.3089	0.22	0.9448
644	1776692368.957	0.3108	0.2199	0.9456
645	1776692368.994	0.3097	0.2201	0.9468
646	1776692369.019	0.3096	0.22	0.9469
647	1776692369.05	0.309	0.22	0.9469
648	1776692369.082	0.31	0.2197	0.9469
649	1776692369.114	0.3101	0.2199	0.9466
650	1776692369.145	0.31	0.2199	0.9454
651	1776692369.166	0.31	0.2203	0.9444
652	1776692369.192	0.3112	0.2201	0.9452
653	1776692369.224	0.3113	0.2199	0.9449
654	1776692369.256	0.3111	0.2198	0.9447
655	1776692369.287	0.311	0.2199	0.9449
656	1776692369.318	0.3118	0.2198	0.9461
657	1776692369.334	0.3113	0.2198	0.9443
658	1776692369.367	0.3082	0.2189	0.9444
659	1776692369.397	0.307	0.2214	0.9455
660	1776692369.43	0.3062	0.2217	0.9454
661	1776692369.445	0.3105	0.2203	0.9452
662	1776692369.476	0.3057	0.2226	0.9447
663	1776692369.507	0.3084	0.2204	0.9439
664	1776692369.538	0.3091	0.2205	0.9443
665	1776692369.57	0.3096	0.2203	0.9444
666	1776692369.602	0.3103	0.22	0.946
667	1776692369.617	0.3107	0.22	0.9466
668	1776692369.649	0.309	0.2201	0.9463
669	1776692369.68	0.3107	0.2197	0.9464
670	1776692369.712	0.311	0.2199	0.9457
671	1776692369.744	0.3115	0.22	0.9449
672	1776692369.767	0.3111	0.2197	0.9459
673	1776692369.791	0.312	0.2198	0.9463
674	1776692369.822	0.3129	0.2197	0.9473
675	1776692369.854	0.3127	0.2196	0.947
676	1776692369.885	0.3119	0.2195	0.9459
677	1776692369.917	0.3128	0.2195	0.9461
678	1776692369.932	0.3129	0.2194	0.9465
679	1776692369.967	0.3127	0.2196	0.947
680	1776692370.0	0.3118	0.2192	0.9458
681	1776692370.042	0.312	0.2196	0.9461
682	1776692370.074	0.3122	0.2198	0.9464
683	1776692370.105	0.312	0.22	0.9457
684	1776692370.137	0.3118	0.2198	0.9456
685	1776692370.168	0.3129	0.2197	0.9466
686	1776692370.199	0.3115	0.2198	0.9464
687	1776692370.247	0.308	0.2214	0.9464
688	1776692370.278	0.3123	0.2199	0.9469
689	1776692370.31	0.3127	0.2194	0.9478
690	1776692370.341	0.3119	0.2193	0.9471
691	1776692370.373	0.3123	0.2196	0.9493
692	1776692370.405	0.3081	0.2218	0.9494
693	1776692370.436	0.3094	0.2202	0.949
694	1776692370.469	0.3119	0.2193	0.9537
695	1776692370.5	0.3131	0.219	0.9544
696	1776692370.531	0.3119	0.2197	0.9569
697	1776692370.563	0.3102	0.2208	0.9557
698	1776692370.595	0.3105	0.2206	0.9584
699	1776692370.647	0.3101	0.2205	0.9605
700	1776692370.675	0.3156	0.2216	0.9614
701	1776692370.705	0.3148	0.2227	0.9662
702	1776692370.752	0.3179	0.2225	0.9668
703	1776692370.784	0.3195	0.2228	0.9698
704	1776692370.831	0.3224	0.2224	0.9752
705	1776692370.868	0.3267	0.2222	0.9808
706	1776692370.893	0.3258	0.2227	0.9839
707	1776692370.941	0.3299	0.2221	0.9905
708	1776692370.98	0.3284	0.2246	0.9934
709	1776692371.003	0.3293	0.2246	0.9975
710	1776692371.035	0.334	0.2255	1.0011
711	1776692371.069	0.3379	0.2249	1.0072
712	1776692371.098	0.3426	0.2216	1.0087
713	1776692371.13	0.3449	0.2231	1.0125
714	1776692371.169	0.3459	0.2233	1.0182
715	1776692371.193	0.3468	0.2245	1.0238
716	1776692371.224	0.3494	0.2258	1.0306
717	1776692371.255	0.3511	0.2257	1.0362
718	1776692371.287	0.3516	0.2261	1.0376
719	1776692371.318	0.3573	0.2263	1.0448
720	1776692371.35	0.3596	0.2256	1.0471
721	1776692371.373	0.3612	0.2258	1.0522
722	1776692371.404	0.3621	0.2269	1.0561
723	1776692371.451	0.3646	0.2271	1.059
724	1776692371.469	0.3681	0.2253	1.0648
725	1776692371.499	0.3679	0.2249	1.066
726	1776692371.53	0.3729	0.2237	1.0786
727	1776692371.569	0.3784	0.2239	1.0843
728	1776692371.593	0.3829	0.224	1.089
729	1776692371.624	0.3846	0.2242	1.092
730	1776692371.656	0.3869	0.2249	1.0943
731	1776692371.687	0.3897	0.2255	1.0982
732	1776692371.735	0.3924	0.2255	1.1048
733	1776692371.77	0.3936	0.2256	1.1082
734	1776692371.797	0.3989	0.2257	1.1161
735	1776692371.829	0.4017	0.2253	1.1211
736	1776692371.86	0.4049	0.2245	1.1263
737	1776692371.894	0.4124	0.2241	1.136
738	1776692371.924	0.417	0.2248	1.1405
739	1776692371.956	0.4218	0.2248	1.1471
740	1776692371.987	0.4211	0.2259	1.1538
741	1776692372.019	0.428	0.2246	1.1585
742	1776692372.051	0.4245	0.226	1.164
743	1776692372.083	0.4275	0.2253	1.1744
744	1776692372.098	0.4263	0.2257	1.1792
745	1776692372.13	0.4319	0.2245	1.1834
746	1776692372.169	0.4366	0.2237	1.1944
747	1776692372.192	0.4414	0.2235	1.2005
748	1776692372.223	0.4463	0.2235	1.2145
749	1776692372.271	0.4466	0.224	1.2212
750	1776692372.303	0.4465	0.2248	1.2287
751	1776692372.35	0.4516	0.2234	1.2415
752	1776692372.37	0.453	0.225	1.2437
753	1776692372.397	0.4556	0.2247	1.2546
754	1776692372.429	0.4611	0.2243	1.2667
755	1776692372.46	0.4621	0.2237	1.2724
756	1776692372.491	0.4597	0.2272	1.2831
757	1776692372.522	0.467	0.224	1.2937
758	1776692372.554	0.4659	0.2261	1.3027
759	1776692372.601	0.4679	0.2245	1.3117
760	1776692372.645	0.4705	0.225	1.3227
761	1776692372.67	0.4723	0.2249	1.3327
762	1776692372.696	0.4715	0.2257	1.3365
763	1776692372.728	0.4734	0.2264	1.347
764	1776692372.759	0.4698	0.2268	1.3524
765	1776692372.791	0.4685	0.2296	1.3663
766	1776692372.822	0.4704	0.2297	1.375
767	1776692372.854	0.4712	0.2313	1.3848
768	1776692372.87	0.4724	0.2304	1.3937
769	1776692372.925	0.4597	0.2311	1.4018
770	1776692372.948	0.4644	0.231	1.4116
771	1776692372.98	0.4687	0.2307	1.4239
772	1776692373.012	0.4683	0.2308	1.4313
773	1776692373.076	0.4626	0.2309	1.4395
774	1776692373.107	0.4647	0.2309	1.4529
775	1776692373.155	0.4593	0.2325	1.4663
776	1776692373.188	0.4511	0.2325	1.474
777	1776692373.218	0.4529	0.2321	1.4839
778	1776692373.25	0.451	0.2311	1.495
779	1776692373.281	0.4501	0.2313	1.5081
780	1776692373.327	0.4444	0.2318	1.5168
781	1776692373.36	0.4438	0.2328	1.5261
782	1776692373.392	0.4471	0.233	1.538
783	1776692373.424	0.4485	0.2322	1.5572
784	1776692373.455	0.4474	0.2319	1.5672
785	1776692373.503	0.4457	0.2319	1.5756
786	1776692373.55	0.4543	0.2316	1.5912
787	1776692373.597	0.4546	0.2311	1.606
788	1776692373.629	0.4532	0.2316	1.6117
789	1776692373.672	0.4436	0.233	1.6208
790	1776692373.702	0.4384	0.2338	1.638
791	1776692373.739	0.4406	0.2338	1.6506
792	1776692373.792	0.4369	0.2339	1.6579
793	1776692373.833	0.4393	0.2339	1.6705
794	1776692373.872	0.4399	0.2331	1.6819
795	1776692373.912	0.4364	0.2328	1.6964
796	1776692373.959	0.4359	0.2329	1.7088
797	1776692374.007	0.434	0.2334	1.7208
798	1776692374.038	0.4323	0.2344	1.7296
799	1776692374.086	0.4325	0.2345	1.7425
800	1776692374.118	0.4281	0.2344	1.7517
801	1776692374.149	0.4309	0.2343	1.7614
802	1776692374.18	0.4308	0.2323	1.7758
803	1776692374.212	0.4305	0.2326	1.786
804	1776692374.243	0.4275	0.2333	1.7958
805	1776692374.275	0.422	0.2335	1.8049
806	1776692374.291	0.4253	0.233	1.8206
807	1776692374.322	0.4225	0.2332	1.8257
808	1776692374.354	0.4194	0.2325	1.8368
809	1776692374.385	0.4196	0.2339	1.8426
810	1776692374.416	0.4214	0.234	1.8558
811	1776692374.448	0.4193	0.2335	1.8663
812	1776692374.48	0.4137	0.2341	1.8736
813	1776692374.511	0.4149	0.2332	1.8885
814	1776692374.527	0.4196	0.2323	1.9034
815	1776692374.558	0.4153	0.2317	1.9117
816	1776692374.59	0.4151	0.2317	1.9193
817	1776692374.621	0.4127	0.2304	1.9331
818	1776692374.653	0.414	0.231	1.9455
819	1776692374.672	0.4154	0.2325	1.9569
820	1776692374.709	0.4179	0.2323	1.9728
821	1776692374.731	0.4117	0.2298	1.9869
822	1776692374.773	0.4128	0.2295	1.9978
823	1776692374.794	0.4106	0.2291	2.0065
824	1776692374.826	0.4088	0.2288	2.012
825	1776692374.857	0.4095	0.2284	2.0208
826	1776692374.888	0.4045	0.2288	2.0222
827	1776692374.921	0.4082	0.2303	2.0308
828	1776692374.954	0.4076	0.2314	2.0405
829	1776692374.983	0.4067	0.2322	2.0504
830	1776692375.014	0.4023	0.2308	2.0593
831	1776692375.03	0.399	0.2311	2.0647
832	1776692375.073	0.3957	0.2308	2.0698
833	1776692375.093	0.3951	0.2312	2.0819
834	1776692375.124	0.3967	0.2307	2.0923
835	1776692375.156	0.3964	0.2302	2.0952
836	1776692375.191	0.3954	0.23	2.1016
837	1776692375.219	0.3952	0.2298	2.1116
838	1776692375.234	0.3962	0.2292	2.1169
839	1776692375.273	0.3964	0.2292	2.1225
840	1776692375.297	0.3913	0.2299	2.122
841	1776692375.329	0.3919	0.2295	2.1323
842	1776692375.36	0.3902	0.2297	2.1334
843	1776692375.379	0.3883	0.2306	2.1422
844	1776692375.424	0.3873	0.2301	2.1458
845	1776692375.44	0.3896	0.229	2.1507
846	1776692375.474	0.3883	0.2287	2.1561
847	1776692375.502	0.389	0.2286	2.1602
848	1776692375.534	0.3851	0.229	2.162
849	1776692375.565	0.3823	0.2293	2.163
850	1776692375.603	0.3835	0.2291	2.1663
851	1776692375.629	0.3817	0.2296	2.1668
852	1776692375.66	0.3802	0.2295	2.168
853	1776692375.676	0.3803	0.2292	2.1759
854	1776692375.715	0.3819	0.2294	2.179
855	1776692375.739	0.3838	0.228	2.1859
856	1776692375.774	0.3798	0.228	2.1843
857	1776692375.803	0.3801	0.2285	2.1849
858	1776692375.819	0.3811	0.2284	2.1891
859	1776692375.85	0.3793	0.2296	2.1784
860	1776692375.882	0.3784	0.2295	2.1769
861	1776692375.929	0.3792	0.229	2.1789
862	1776692375.961	0.38	0.2293	2.1797
863	1776692375.991	0.3802	0.2291	2.1789
864	1776692376.024	0.3813	0.2289	2.181
865	1776692376.056	0.3813	0.2291	2.1804
866	1776692376.074	0.3795	0.2292	2.1796
867	1776692376.103	0.3808	0.229	2.1812
868	1776692376.134	0.3814	0.2296	2.1802
869	1776692376.175	0.3812	0.2295	2.1807
870	1776692376.197	0.3807	0.2292	2.1794
871	1776692376.251	0.381	0.2292	2.179
872	1776692376.276	0.3799	0.2297	2.1773
873	1776692376.308	0.3822	0.2294	2.1799
874	1776692376.324	0.3841	0.2291	2.1808
875	1776692376.371	0.381	0.2291	2.1794
876	1776692376.39	0.3792	0.2293	2.1792
877	1776692376.422	0.3809	0.2292	2.1811
878	1776692376.453	0.3823	0.2285	2.181
879	1776692376.496	0.3823	0.2286	2.181
880	1776692376.516	0.3815	0.2284	2.1812
881	1776692376.547	0.3802	0.2283	2.1805
882	1776692376.579	0.3797	0.2285	2.1793
883	1776692376.61	0.3818	0.2284	2.1802
884	1776692376.644	0.3827	0.2285	2.182
885	1776692376.678	0.3814	0.2293	2.1795
886	1776692376.705	0.3834	0.2287	2.1827
887	1776692376.736	0.3804	0.2292	2.1803
888	1776692376.775	0.3795	0.2293	2.1795
889	1776692376.799	0.3855	0.2283	2.1807
890	1776692376.831	0.3877	0.2284	2.1842
891	1776692376.863	0.3817	0.2288	2.1797
892	1776692376.878	0.3805	0.2289	2.1788
893	1776692376.91	0.3818	0.2289	2.1784
894	1776692376.942	0.3811	0.2287	2.1779
895	1776692376.977	0.383	0.2282	2.1796
896	1776692377.005	0.3803	0.2285	2.1793
897	1776692377.036	0.3803	0.2294	2.1783
898	1776692377.067	0.3741	0.2295	2.1761
899	1776692377.102	0.3808	0.2289	2.1784
900	1776692377.13	0.3806	0.2285	2.1801
901	1776692377.162	0.3812	0.2284	2.1812
902	1776692377.178	0.3804	0.2281	2.1795
903	1776692377.209	0.379	0.2285	2.1813
904	1776692377.241	0.3782	0.2287	2.1792
905	1776692377.275	0.3806	0.229	2.179
906	1776692377.303	0.3806	0.2291	2.18
907	1776692377.334	0.3786	0.2292	2.1788
908	1776692377.366	0.3796	0.2289	2.1798
909	1776692377.398	0.3795	0.2286	2.1789
910	1776692377.413	0.381	0.2287	2.179
911	1776692377.445	0.3801	0.2289	2.1804
912	1776692377.486	0.378	0.2289	2.1792
913	1776692377.533	0.3823	0.2286	2.1814
914	1776692377.554	0.3806	0.2289	2.1803
915	1776692377.586	0.3781	0.2288	2.1782
916	1776692377.617	0.379	0.2286	2.1791
917	1776692377.649	0.381	0.2282	2.1811
918	1776692377.676	0.3825	0.2282	2.1809
919	1776692377.713	0.382	0.2282	2.1825
920	1776692377.744	0.379	0.2289	2.1805
921	1776692377.776	0.3796	0.2292	2.1795
922	1776692377.792	0.3785	0.2293	2.1817
923	1776692377.825	0.3818	0.2287	2.1819
924	1776692377.855	0.3771	0.2293	2.1818
925	1776692377.892	0.371	0.2298	2.1789
926	1776692377.918	0.3757	0.229	2.1843
927	1776692377.95	0.3763	0.229	2.1859
928	1776692377.981	0.3752	0.2294	2.1872
929	1776692378.001	0.3728	0.2299	2.1894
930	1776692378.029	0.374	0.2291	2.192
931	1776692378.06	0.3719	0.2288	2.1914
932	1776692378.092	0.3726	0.229	2.1917
933	1776692378.127	0.3723	0.2292	2.1939
934	1776692378.154	0.3731	0.229	2.1955
935	1776692378.186	0.3767	0.2288	2.1984
936	1776692378.217	0.3744	0.2282	2.201
937	1776692378.268	0.3739	0.2287	2.2034
938	1776692378.296	0.3698	0.2287	2.204
939	1776692378.327	0.3707	0.2282	2.2065
940	1776692378.358	0.3671	0.2291	2.2044
941	1776692378.39	0.3683	0.2288	2.2071
942	1776692378.422	0.3696	0.2284	2.2098
943	1776692378.453	0.3693	0.2279	2.2128
944	1776692378.493	0.3675	0.2278	2.2136
945	1776692378.522	0.3686	0.2276	2.2171
946	1776692378.548	0.3676	0.2279	2.2168
947	1776692378.58	0.3672	0.2282	2.2179
948	1776692378.611	0.367	0.2284	2.2202
949	1776692378.643	0.3677	0.228	2.2238
950	1776692378.66	0.3673	0.228	2.2268
951	1776692378.69	0.3671	0.2271	2.2284
952	1776692378.753	0.3672	0.2278	2.2295
953	1776692378.785	0.3647	0.2277	2.2335
954	1776692378.816	0.3601	0.2271	2.234
955	1776692378.848	0.3521	0.2276	2.2334
956	1776692378.88	0.3492	0.2274	2.2348
957	1776692378.912	0.3431	0.2278	2.2329
958	1776692378.949	0.3403	0.228	2.235
959	1776692378.977	0.3395	0.227	2.2393
960	1776692379.005	0.3329	0.2274	2.2434
961	1776692379.036	0.332	0.2287	2.2462
962	1776692379.067	0.3241	0.2289	2.2514
963	1776692379.099	0.3197	0.2282	2.2523
964	1776692379.13	0.3155	0.2281	2.2554
965	1776692379.161	0.3054	0.2291	2.2577
966	1776692379.193	0.3	0.2295	2.2588
967	1776692379.225	0.298	0.2285	2.2674
968	1776692379.241	0.2924	0.2288	2.2682
969	1776692379.277	0.2893	0.2294	2.2782
970	1776692379.32	0.2821	0.2303	2.2855
971	1776692379.337	0.2721	0.2303	2.2906
972	1776692379.383	0.2675	0.2305	2.2928
973	1776692379.414	0.2597	0.2285	2.2971
974	1776692379.446	0.2556	0.2297	2.3035
975	1776692379.462	0.245	0.2278	2.31
976	1776692379.493	0.2338	0.2281	2.312
977	1776692379.525	0.2239	0.2289	2.3162
978	1776692379.556	0.2153	0.2298	2.3196
979	1776692379.587	0.2087	0.2297	2.3248
980	1776692379.619	0.2074	0.2294	2.334
981	1776692379.651	0.1991	0.2294	2.3385
982	1776692379.682	0.1933	0.2279	2.3441
983	1776692379.699	0.1867	0.2285	2.3457
984	1776692379.73	0.1785	0.2288	2.3473
985	1776692379.761	0.1724	0.2274	2.3574
986	1776692379.792	0.165	0.2276	2.3632
987	1776692379.824	0.1613	0.2276	2.3702
988	1776692379.859	0.1493	0.2278	2.3739
989	1776692379.887	0.1411	0.2267	2.3789
990	1776692379.921	0.1382	0.2269	2.3824
991	1776692379.95	0.1293	0.2279	2.3823
992	1776692379.982	0.1241	0.2274	2.3865
993	1776692379.997	0.1153	0.228	2.3886
994	1776692380.029	0.1104	0.2283	2.3892
995	1776692380.06	0.1038	0.2284	2.3947
996	1776692380.092	0.0962	0.2284	2.396
997	1776692380.124	0.0925	0.2281	2.3992
998	1776692380.156	0.0854	0.2284	2.4004
999	1776692380.187	0.0789	0.2272	2.401
1000	1776692380.234	0.074	0.2281	2.4023
1001	1776692380.282	0.0666	0.2278	2.4059
1002	1776692380.314	0.0581	0.2276	2.4063
1003	1776692380.345	0.0538	0.2272	2.4149
1004	1776692380.392	0.0493	0.2267	2.4096
1005	1776692380.424	0.0484	0.2271	2.4154
1006	1776692380.456	0.0446	0.2271	2.4186
1007	1776692380.478	0.0426	0.2262	2.4225
1008	1776692380.504	0.0363	0.226	2.4206
1009	1776692380.535	0.0339	0.2258	2.4246
1010	1776692380.567	0.0287	0.2255	2.4211
1011	1776692380.598	0.0295	0.2252	2.425
1012	1776692380.63	0.0224	0.2263	2.4226
1013	1776692380.661	0.0212	0.2267	2.4191
1014	1776692380.693	0.0223	0.2263	2.4237
1015	1776692380.71	0.0231	0.2264	2.4201
1016	1776692380.741	0.0171	0.2272	2.4192
1017	1776692380.778	0.0202	0.2265	2.4227
1018	1776692380.804	0.0167	0.2265	2.4194
1019	1776692380.836	0.0148	0.2266	2.4219
1020	1776692380.871	0.0149	0.2268	2.4221
1021	1776692380.898	0.0152	0.2269	2.4218
1022	1776692380.929	0.0165	0.2265	2.4234
1023	1776692380.961	0.0186	0.2258	2.4252
1024	1776692380.979	0.0162	0.2261	2.4231
1025	1776692381.009	0.0155	0.227	2.4227
1026	1776692381.04	0.0168	0.2268	2.4236
1027	1776692381.079	0.015	0.2266	2.4233
1028	1776692381.103	0.0159	0.2266	2.4248
1029	1776692381.134	0.0194	0.2258	2.4276
1030	1776692381.166	0.0211	0.226	2.4264
1031	1776692381.197	0.0188	0.2259	2.4247
1032	1776692381.229	0.0191	0.2259	2.4247
1033	1776692381.26	0.0171	0.2266	2.4261
1034	1776692381.292	0.0156	0.2272	2.4241
1035	1776692381.323	0.0151	0.2278	2.4224
1036	1776692381.354	0.0155	0.2272	2.421
1037	1776692381.379	0.0146	0.2271	2.4215
1038	1776692381.406	0.0149	0.2271	2.4222
1039	1776692381.437	0.0134	0.2275	2.4212
1040	1776692381.479	0.0143	0.2274	2.4212
1041	1776692381.5	0.0148	0.2275	2.4215
1042	1776692381.532	0.0127	0.2277	2.4193
1043	1776692381.563	0.0135	0.2276	2.4211
1044	1776692381.601	0.0133	0.228	2.4208
1045	1776692381.626	0.0175	0.2266	2.4227
1046	1776692381.658	0.0161	0.2269	2.4236
1047	1776692381.689	0.0159	0.2269	2.4224
1048	1776692381.721	0.0157	0.227	2.4228
1049	1776692381.753	0.0164	0.2271	2.4235
1050	1776692381.784	0.0158	0.2274	2.4225
1051	1776692381.799	0.0149	0.2269	2.4211
1052	1776692381.831	0.0137	0.2272	2.4216
1053	1776692381.862	0.015	0.227	2.4237
1054	1776692381.894	0.0154	0.2273	2.4219
1055	1776692381.926	0.0141	0.2267	2.422
1056	1776692381.942	0.0144	0.2282	2.4231
1057	1776692381.99	0.0158	0.2271	2.4213
1058	1776692382.005	0.0173	0.2262	2.422
1059	1776692382.053	0.0156	0.2271	2.419
1060	1776692382.085	0.0148	0.2274	2.4195
1061	1776692382.102	0.0154	0.227	2.4188
1062	1776692382.132	0.0158	0.226	2.4206
1063	1776692382.165	0.0155	0.2264	2.42
1064	1776692382.194	0.0165	0.226	2.4214
1065	1776692382.226	0.019	0.2252	2.4229
1066	1776692382.257	0.0154	0.2253	2.422
1067	1776692382.288	0.0158	0.225	2.423
1068	1776692382.304	0.0189	0.2254	2.4246
1069	1776692382.335	0.0191	0.2241	2.431
1070	1776692382.373	0.0164	0.2251	2.4234
1071	1776692382.398	0.0177	0.2257	2.4228
1072	1776692382.43	0.0148	0.2249	2.4213
1073	1776692382.461	0.0116	0.2248	2.4198
1074	1776692382.48	0.0141	0.2249	2.4211
1075	1776692382.508	0.0146	0.2245	2.4253
1076	1776692382.54	0.0122	0.2245	2.4219
1077	1776692382.571	0.0123	0.225	2.4213
1078	1776692382.603	0.0099	0.2258	2.4188
1079	1776692382.634	0.0079	0.2254	2.4252
1080	1776692382.666	0.0064	0.2263	2.4192
1081	1776692382.699	0.0063	0.2255	2.4189
1082	1776692382.728	0.0042	0.2254	2.4233
1083	1776692382.76	0.0019	0.2243	2.4277
1084	1776692382.791	-0.0014	0.2247	2.4335
1085	1776692382.833	-0.0079	0.225	2.4338
1086	1776692382.886	-0.0131	0.2261	2.433
1087	1776692382.933	-0.0193	0.2266	2.4271
1088	1776692382.965	-0.0259	0.2264	2.4218
1089	1776692383.012	-0.0294	0.2262	2.4311
1090	1776692383.044	-0.0334	0.2238	2.4359
1091	1776692383.082	-0.0423	0.2238	2.4455
1092	1776692383.122	-0.0467	0.2234	2.44
1093	1776692383.17	-0.0543	0.2244	2.4351
1094	1776692383.201	-0.0616	0.2262	2.435
1095	1776692383.233	-0.0694	0.2261	2.436
1096	1776692383.264	-0.0808	0.2244	2.4324
1097	1776692383.312	-0.0874	0.2246	2.4347
1098	1776692383.344	-0.0893	0.2248	2.4349
1099	1776692383.391	-0.094	0.2259	2.4388
1100	1776692383.438	-0.1017	0.2247	2.4383
1101	1776692383.483	-0.1066	0.2258	2.4378
1102	1776692383.518	-0.1099	0.2257	2.4421
1103	1776692383.566	-0.1147	0.2253	2.4304
1104	1776692383.613	-0.1214	0.2258	2.4359
1105	1776692383.661	-0.1274	0.2252	2.4386
1106	1776692383.692	-0.1321	0.2262	2.4357
1107	1776692383.74	-0.1361	0.2258	2.44
1108	1776692383.771	-0.1476	0.2262	2.4362
1109	1776692383.803	-0.154	0.2255	2.4394
1110	1776692383.85	-0.1629	0.2267	2.4275
1111	1776692383.883	-0.1706	0.2257	2.4351
1112	1776692383.914	-0.1765	0.2253	2.4362
1113	1776692383.945	-0.1807	0.2263	2.4286
1114	1776692383.983	-0.1835	0.2252	2.4363
1115	1776692384.024	-0.1928	0.2242	2.4353
1116	1776692384.055	-0.1945	0.2265	2.4346
1117	1776692384.087	-0.2054	0.2262	2.4277
1118	1776692384.118	-0.2127	0.227	2.4238
1119	1776692384.183	-0.2198	0.2267	2.4227
1120	1776692384.213	-0.2232	0.2263	2.4242
1121	1776692384.245	-0.2312	0.2263	2.4306
1122	1776692384.283	-0.2364	0.2262	2.4242
1123	1776692384.324	-0.2497	0.2255	2.4328
1124	1776692384.387	-0.2656	0.2265	2.4204
1125	1776692384.434	-0.2738	0.2262	2.4141
1126	1776692384.466	-0.2813	0.2255	2.4172
1127	1776692384.498	-0.2858	0.2264	2.4039
1128	1776692384.529	-0.2935	0.2282	2.4032
1129	1776692384.561	-0.3039	0.2289	2.4031
1130	1776692384.583	-0.3087	0.2295	2.3977
1131	1776692384.608	-0.316	0.2281	2.4001
1132	1776692384.639	-0.3253	0.2274	2.4066
1133	1776692384.671	-0.3285	0.2274	2.3993
1134	1776692384.702	-0.3365	0.2261	2.4076
1135	1776692384.734	-0.3422	0.2268	2.387
1136	1776692384.765	-0.353	0.228	2.3752
1137	1776692384.801	-0.3579	0.2289	2.3714
1138	1776692384.829	-0.3637	0.2277	2.3832
1139	1776692384.845	-0.3709	0.2274	2.3814
1140	1776692384.884	-0.3854	0.2262	2.4037
1141	1776692384.907	-0.3908	0.2283	2.3758
1142	1776692384.955	-0.3924	0.2293	2.3661
1143	1776692385.002	-0.3957	0.2278	2.363
1144	1776692385.018	-0.3976	0.2282	2.3528
1145	1776692385.049	-0.4035	0.2286	2.3541
