Frame	Temps(s)	X(m)	Y(m)	Z(m)
559	1776692061.783	-0.6439	0.2169	1.0657
560	1776692061.814	-0.6416	0.2176	1.0615
561	1776692061.846	-0.6371	0.2153	1.0537
562	1776692061.878	-0.6404	0.2179	1.0511
563	1776692061.909	-0.6345	0.214	1.0425
564	1776692061.941	-0.6278	0.216	1.0312
565	1776692061.98	-0.6235	0.2151	1.0254
566	1776692062.004	-0.6202	0.2145	1.0197
567	1776692062.051	-0.6118	0.2155	1.0129
568	1776692062.099	-0.6103	0.2169	1.0069
569	1776692062.116	-0.6073	0.2164	1.0017
570	1776692062.151	-0.601	0.2174	0.9938
571	1776692062.18	-0.5961	0.2164	0.9871
572	1776692062.224	-0.5919	0.2171	0.979
573	1776692062.244	-0.5888	0.2169	0.9717
574	1776692062.283	-0.5857	0.2174	0.9674
575	1776692062.312	-0.5802	0.2161	0.9646
576	1776692062.341	-0.5793	0.217	0.957
577	1776692062.366	-0.5779	0.2195	0.9531
578	1776692062.398	-0.5761	0.2185	0.9505
579	1776692062.436	-0.5692	0.2174	0.9428
580	1776692062.461	-0.572	0.2173	0.9401
581	1776692062.496	-0.5715	0.2184	0.9407
582	1776692062.528	-0.5639	0.2185	0.9354
583	1776692062.555	-0.5633	0.2187	0.9344
584	1776692062.589	-0.5663	0.2186	0.9345
585	1776692062.618	-0.562	0.2181	0.9308
586	1776692062.651	-0.56	0.218	0.9278
587	1776692062.681	-0.5595	0.2167	0.9268
588	1776692062.716	-0.5579	0.2173	0.9262
589	1776692062.761	-0.5574	0.2168	0.9248
590	1776692062.791	-0.5575	0.2169	0.9249
591	1776692062.823	-0.5573	0.217	0.9247
592	1776692062.854	-0.558	0.217	0.9249
593	1776692062.886	-0.558	0.217	0.9254
594	1776692062.918	-0.5585	0.2174	0.9264
595	1776692062.949	-0.5591	0.2171	0.927
596	1776692062.965	-0.5578	0.2171	0.9259
597	1776692062.996	-0.5548	0.216	0.9238
598	1776692063.036	-0.5561	0.2166	0.9249
599	1776692063.06	-0.5562	0.2155	0.9245
600	1776692063.107	-0.5563	0.2168	0.9246
601	1776692063.136	-0.5601	0.2181	0.9257
602	1776692063.175	-0.5579	0.2174	0.9256
603	1776692063.202	-0.5584	0.2175	0.9251
604	1776692063.236	-0.5565	0.2167	0.9244
605	1776692063.267	-0.556	0.2173	0.9241
606	1776692063.297	-0.5559	0.2171	0.9246
607	1776692063.34	-0.5572	0.2172	0.9249
608	1776692063.361	-0.5581	0.2178	0.9248
609	1776692063.392	-0.5566	0.218	0.9242
610	1776692063.423	-0.5572	0.2174	0.9253
611	1776692063.455	-0.5579	0.2174	0.9262
612	1776692063.488	-0.5585	0.217	0.9262
613	1776692063.518	-0.5569	0.2171	0.9247
614	1776692063.549	-0.5585	0.2173	0.9252
615	1776692063.58	-0.5564	0.2174	0.9253
616	1776692063.617	-0.5564	0.2171	0.9243
617	1776692063.644	-0.5578	0.2172	0.9253
618	1776692063.676	-0.5564	0.2174	0.9237
619	1776692063.707	-0.5573	0.2167	0.9253
620	1776692063.747	-0.557	0.2167	0.9246
621	1776692063.786	-0.5555	0.2173	0.9241
622	1776692063.836	-0.5571	0.2174	0.9256
623	1776692063.864	-0.5564	0.2171	0.9252
624	1776692063.912	-0.5556	0.2174	0.9234
625	1776692063.959	-0.5555	0.2173	0.9247
626	1776692064.006	-0.5522	0.2177	0.9201
627	1776692064.037	-0.5521	0.2175	0.919
628	1776692064.087	-0.5528	0.2174	0.9185
629	1776692064.164	-0.553	0.218	0.9168
630	1776692064.195	-0.55	0.2176	0.915
631	1776692064.227	-0.5481	0.2172	0.9135
632	1776692064.258	-0.5462	0.2164	0.911
633	1776692064.29	-0.547	0.2154	0.9076
634	1776692064.321	-0.5457	0.2168	0.9071
635	1776692064.365	-0.548	0.2169	0.906
636	1776692064.397	-0.547	0.2159	0.9006
637	1776692064.431	-0.549	0.215	0.8997
638	1776692064.463	-0.5497	0.2137	0.8967
639	1776692064.516	-0.5503	0.2136	0.8967
640	1776692064.541	-0.5383	0.2153	0.8906
641	1776692064.589	-0.5351	0.2147	0.8842
642	1776692064.621	-0.5344	0.2144	0.8837
643	1776692064.652	-0.5276	0.2156	0.8765
644	1776692064.711	-0.5225	0.2154	0.8717
645	1776692064.748	-0.518	0.2156	0.8632
646	1776692064.778	-0.5139	0.2158	0.8583
647	1776692064.821	-0.5129	0.215	0.8575
648	1776692064.851	-0.5089	0.2162	0.8519
649	1776692064.887	-0.5074	0.2167	0.8508
650	1776692064.918	-0.505	0.2142	0.8461
651	1776692064.951	-0.5003	0.216	0.8419
652	1776692064.992	-0.4991	0.2138	0.8394
653	1776692065.013	-0.5005	0.2163	0.8418
654	1776692065.06	-0.4953	0.2182	0.8334
655	1776692065.094	-0.4928	0.2179	0.8309
656	1776692065.128	-0.4861	0.2193	0.8219
657	1776692065.161	-0.4848	0.2172	0.8192
658	1776692065.214	-0.483	0.2158	0.8168
659	1776692065.237	-0.4785	0.2159	0.814
660	1776692065.28	-0.4762	0.2166	0.8108
661	1776692065.312	-0.4719	0.2162	0.8046
662	1776692065.344	-0.4708	0.2158	0.8043
663	1776692065.395	-0.4678	0.2142	0.8006
664	1776692065.453	-0.4622	0.2141	0.7949
665	1776692065.506	-0.4604	0.2123	0.7944
666	1776692065.56	-0.4581	0.214	0.7931
667	1776692065.593	-0.4558	0.2137	0.7899
668	1776692065.638	-0.452	0.2156	0.7863
669	1776692065.659	-0.4527	0.2159	0.7847
670	1776692065.693	-0.4494	0.2121	0.7808
671	1776692065.722	-0.4481	0.2132	0.7806
672	1776692065.769	-0.4529	0.2109	0.7789
673	1776692065.836	-0.4498	0.2133	0.7765
674	1776692065.886	-0.4412	0.2115	0.7705
675	1776692065.911	-0.448	0.2121	0.7718
676	1776692065.947	-0.4403	0.2111	0.7684
677	1776692065.974	-0.4378	0.211	0.7648
678	1776692066.031	-0.4353	0.2117	0.7646
679	1776692066.068	-0.4357	0.2114	0.7638
680	1776692066.101	-0.4372	0.2106	0.7637
681	1776692066.131	-0.434	0.2108	0.7614
682	1776692066.163	-0.4348	0.2107	0.7613
683	1776692066.194	-0.433	0.2106	0.7588
684	1776692066.226	-0.4333	0.211	0.7598
685	1776692066.257	-0.4287	0.2138	0.7571
686	1776692066.288	-0.4276	0.212	0.757
687	1776692066.32	-0.4268	0.2128	0.7559
688	1776692066.365	-0.4275	0.2124	0.7547
689	1776692066.397	-0.4265	0.2112	0.7547
690	1776692066.424	-0.4255	0.2121	0.7532
691	1776692066.48	-0.4256	0.2115	0.753
692	1776692066.509	-0.4263	0.2115	0.7532
693	1776692066.556	-0.4264	0.2119	0.7538
694	1776692066.588	-0.4254	0.2122	0.7527
695	1776692066.621	-0.4258	0.2122	0.7526
696	1776692066.667	-0.4255	0.2118	0.752
697	1776692066.702	-0.4259	0.2122	0.7532
698	1776692066.738	-0.4253	0.2121	0.753
699	1776692066.778	-0.4269	0.2117	0.7529
700	1776692066.828	-0.426	0.2115	0.7529
701	1776692066.862	-0.4255	0.2118	0.7524
702	1776692066.888	-0.4256	0.2116	0.7528
703	1776692066.919	-0.4261	0.2115	0.7535
704	1776692066.95	-0.4258	0.212	0.7529
705	1776692066.993	-0.4258	0.2117	0.7532
706	1776692067.019	-0.4256	0.2119	0.7521
707	1776692067.048	-0.4259	0.2122	0.7531
708	1776692067.092	-0.4272	0.2111	0.7545
709	1776692067.124	-0.425	0.2122	0.7532
710	1776692067.162	-0.4253	0.2124	0.7529
711	1776692067.203	-0.4251	0.2123	0.7527
712	1776692067.252	-0.4251	0.2122	0.7525
713	1776692067.298	-0.4263	0.2123	0.7535
714	1776692067.33	-0.4257	0.2119	0.7537
715	1776692067.361	-0.4263	0.2118	0.7531
716	1776692067.417	-0.4265	0.2118	0.7535
717	1776692067.468	-0.4264	0.2116	0.753
718	1776692067.522	-0.4255	0.2121	0.753
719	1776692067.558	-0.4242	0.2124	0.7516
720	1776692067.59	-0.4246	0.2127	0.7509
721	1776692067.622	-0.4222	0.2126	0.7499
722	1776692067.645	-0.4197	0.2138	0.7487
723	1776692067.713	-0.4187	0.2138	0.7504
724	1776692067.77	-0.4157	0.213	0.7476
725	1776692067.788	-0.4182	0.2118	0.7492
726	1776692067.819	-0.4151	0.2122	0.7467
727	1776692067.851	-0.4148	0.2128	0.7463
728	1776692067.898	-0.4113	0.2117	0.7409
729	1776692067.93	-0.4065	0.2118	0.7382
730	1776692067.964	-0.4028	0.2126	0.7374
731	1776692068.02	-0.3977	0.2128	0.735
732	1776692068.054	-0.3978	0.2135	0.7344
733	1776692068.09	-0.3884	0.2132	0.7292
734	1776692068.145	-0.3829	0.2133	0.7252
735	1776692068.182	-0.3761	0.2131	0.717
736	1776692068.213	-0.3731	0.2124	0.714
737	1776692068.26	-0.3698	0.2113	0.7113
738	1776692068.292	-0.3618	0.212	0.7068
739	1776692068.358	-0.3581	0.2109	0.7031
740	1776692068.402	-0.3544	0.2132	0.7001
741	1776692068.434	-0.3447	0.2147	0.6951
742	1776692068.481	-0.3416	0.2151	0.6934
743	1776692068.512	-0.3383	0.2139	0.6907
744	1776692068.543	-0.3379	0.2149	0.69
745	1776692068.591	-0.3329	0.2142	0.6866
746	1776692068.612	-0.3299	0.2155	0.6858
747	1776692068.644	-0.3251	0.2151	0.6835
748	1776692068.676	-0.3222	0.2145	0.6809
749	1776692068.708	-0.321	0.2132	0.68
750	1776692068.762	-0.3177	0.2135	0.6775
751	1776692068.794	-0.3137	0.2142	0.6753
752	1776692068.825	-0.3082	0.216	0.674
753	1776692068.857	-0.3052	0.2148	0.6733
754	1776692068.916	-0.2993	0.2145	0.6714
755	1776692068.948	-0.2993	0.2139	0.6688
756	1776692068.98	-0.2959	0.2135	0.6663
757	1776692069.012	-0.293	0.2146	0.6652
758	1776692069.061	-0.2914	0.2166	0.6655
759	1776692069.108	-0.2906	0.2138	0.6661
760	1776692069.125	-0.2817	0.2142	0.6645
761	1776692069.173	-0.278	0.2141	0.6623
762	1776692069.223	-0.2758	0.2145	0.6612
763	1776692069.25	-0.274	0.2144	0.6588
764	1776692069.284	-0.2663	0.2141	0.6568
765	1776692069.316	-0.2652	0.2137	0.6558
766	1776692069.36	-0.2615	0.2137	0.6548
767	1776692069.392	-0.2587	0.2142	0.6551
768	1776692069.427	-0.2537	0.214	0.6525
769	1776692069.471	-0.2501	0.2144	0.6492
770	1776692069.508	-0.2458	0.2145	0.6467
771	1776692069.54	-0.2439	0.2145	0.6455
772	1776692069.565	-0.2423	0.2147	0.6409
773	1776692069.613	-0.24	0.2147	0.6415
774	1776692069.668	-0.2323	0.2134	0.6442
775	1776692069.72	-0.2293	0.2137	0.6452
776	1776692069.771	-0.2233	0.2145	0.6409
777	1776692069.814	-0.2231	0.2156	0.6416
778	1776692069.868	-0.2221	0.2154	0.6426
779	1776692069.91	-0.2142	0.2153	0.6426
780	1776692069.962	-0.2072	0.2141	0.6427
781	1776692069.992	-0.2001	0.2146	0.6372
782	1776692070.039	-0.1929	0.2154	0.6326
783	1776692070.071	-0.1866	0.2164	0.6296
784	1776692070.086	-0.1821	0.2141	0.6325
785	1776692070.134	-0.1755	0.2147	0.6298
786	1776692070.165	-0.1737	0.2151	0.6273
787	1776692070.197	-0.1563	0.2163	0.6253
788	1776692070.238	-0.1482	0.2178	0.626
789	1776692070.298	-0.1336	0.2193	0.6173
790	1776692070.323	-0.1302	0.2169	0.6205
791	1776692070.358	-0.127	0.218	0.6188
792	1776692070.398	-0.1237	0.2189	0.6151
793	1776692070.44	-0.1174	0.2197	0.6125
794	1776692070.482	-0.1097	0.2201	0.611
795	1776692070.514	-0.0979	0.2223	0.6056
796	1776692070.545	-0.0962	0.222	0.6046
797	1776692070.577	-0.0918	0.2206	0.6089
798	1776692070.608	-0.1057	0.2198	0.6154
799	1776692070.64	-0.0809	0.2222	0.6071
800	1776692070.672	-0.083	0.2229	0.6075
801	1776692070.73	-0.0703	0.22	0.6127
802	1776692070.758	-0.0662	0.2206	0.6078
803	1776692070.798	-0.0665	0.2189	0.615
804	1776692070.839	-0.0414	0.2209	0.6121
805	1776692070.877	-0.0315	0.2215	0.6134
806	1776692070.909	-0.0238	0.2229	0.6097
807	1776692070.941	-0.0146	0.2244	0.6021
808	1776692070.993	0.0018	0.2234	0.6046
809	1776692071.02	0.0127	0.2237	0.6066
810	1776692071.052	0.0248	0.2214	0.6218
811	1776692071.085	0.0303	0.2222	0.6169
812	1776692071.132	0.0471	0.2197	0.6232
813	1776692071.199	0.0563	0.2211	0.6181
814	1776692071.227	0.0673	0.221	0.6178
815	1776692071.258	0.0696	0.2201	0.6254
816	1776692071.289	0.0811	0.2193	0.6244
817	1776692071.346	0.0864	0.219	0.6251
818	1776692071.38	0.0928	0.2169	0.6314
819	1776692071.412	0.1035	0.2192	0.623
820	1776692071.446	0.1138	0.2192	0.6265
821	1776692071.479	0.1251	0.2184	0.6278
822	1776692071.519	0.1311	0.2185	0.6275
823	1776692071.545	0.1371	0.218	0.6349
824	1776692071.588	0.1429	0.2171	0.6402
825	1776692071.62	0.1458	0.2145	0.6428
826	1776692071.651	0.1558	0.2152	0.6438
827	1776692071.684	0.1613	0.2152	0.6446
828	1776692071.716	0.1675	0.2152	0.6452
829	1776692071.761	0.174	0.2158	0.6535
830	1776692071.793	0.1806	0.2167	0.6548
831	1776692071.844	0.1863	0.2166	0.6577
832	1776692071.876	0.1929	0.216	0.6627
833	1776692071.922	0.1985	0.2189	0.664
834	1776692071.962	0.2049	0.2146	0.6687
835	1776692072.01	0.2107	0.2141	0.6725
836	1776692072.045	0.2167	0.2152	0.6756
837	1776692072.092	0.2266	0.2136	0.6803
838	1776692072.156	0.2309	0.2132	0.683
839	1776692072.187	0.2367	0.2135	0.6897
840	1776692072.254	0.2427	0.2137	0.6949
841	1776692072.292	0.2488	0.2138	0.6989
842	1776692072.34	0.2548	0.2145	0.7035
843	1776692072.377	0.258	0.2127	0.7071
844	1776692072.409	0.2675	0.2097	0.7206
845	1776692072.482	0.2715	0.2109	0.7208
846	1776692072.519	0.278	0.2128	0.7255
847	1776692072.567	0.2851	0.2144	0.7286
848	1776692072.599	0.2906	0.2161	0.734
849	1776692072.64	0.2959	0.2162	0.7383
850	1776692072.677	0.2999	0.2173	0.7425
851	1776692072.693	0.3042	0.2174	0.7441
852	1776692072.74	0.3066	0.2192	0.7489
853	1776692072.772	0.3142	0.2192	0.7545
854	1776692072.803	0.3165	0.22	0.7586
855	1776692072.835	0.3208	0.2202	0.761
856	1776692072.867	0.3244	0.2207	0.7657
857	1776692072.898	0.3254	0.2218	0.77
858	1776692072.942	0.329	0.2215	0.7736
859	1776692072.962	0.3306	0.2206	0.7745
860	1776692072.993	0.3363	0.2221	0.7787
861	1776692073.025	0.3356	0.222	0.7851
862	1776692073.072	0.3375	0.2223	0.7845
863	1776692073.087	0.3383	0.2209	0.7879
864	1776692073.119	0.3423	0.2207	0.7896
865	1776692073.166	0.3457	0.2216	0.7913
866	1776692073.198	0.3472	0.2219	0.7972
867	1776692073.229	0.3472	0.2211	0.7982
868	1776692073.269	0.3465	0.2218	0.7986
869	1776692073.302	0.3481	0.2215	0.8003
870	1776692073.324	0.348	0.2223	0.8014
871	1776692073.355	0.3501	0.2214	0.805
872	1776692073.386	0.3501	0.2229	0.8012
873	1776692073.418	0.3505	0.2223	0.8028
874	1776692073.451	0.3514	0.2214	0.8067
875	1776692073.481	0.3523	0.2212	0.8061
876	1776692073.512	0.3527	0.221	0.807
877	1776692073.557	0.3535	0.2219	0.8105
878	1776692073.588	0.3531	0.2228	0.8075
879	1776692073.607	0.3542	0.2218	0.8074
880	1776692073.653	0.3529	0.2222	0.8043
881	1776692073.687	0.3528	0.2225	0.8052
882	1776692073.716	0.3512	0.2225	0.8049
883	1776692073.747	0.3524	0.2222	0.8048
884	1776692073.782	0.3531	0.2223	0.806
885	1776692073.814	0.3507	0.2235	0.8049
886	1776692073.844	0.3505	0.2224	0.8032
887	1776692073.876	0.3514	0.2231	0.8032
888	1776692073.912	0.3522	0.2222	0.806
889	1776692073.945	0.3509	0.2247	0.8045
890	1776692073.968	0.352	0.2233	0.8042
891	1776692074.018	0.3534	0.2224	0.8056
892	1776692074.045	0.3538	0.2227	0.8057
893	1776692074.077	0.3551	0.2218	0.8067
894	1776692074.109	0.3517	0.2222	0.8061
895	1776692074.141	0.3519	0.2216	0.807
896	1776692074.172	0.3527	0.2208	0.8068
897	1776692074.213	0.3524	0.2207	0.8082
898	1776692074.248	0.3524	0.2205	0.8085
899	1776692074.276	0.352	0.2222	0.808
900	1776692074.308	0.3511	0.2229	0.8058
901	1776692074.347	0.3546	0.2214	0.8065
902	1776692074.377	0.3534	0.2223	0.807
903	1776692074.408	0.3534	0.2226	0.8063
904	1776692074.442	0.354	0.2227	0.8041
905	1776692074.471	0.3568	0.2221	0.8038
906	1776692074.503	0.3581	0.2218	0.805
907	1776692074.542	0.3558	0.222	0.8049
908	1776692074.566	0.3543	0.2217	0.8054
909	1776692074.611	0.3552	0.2219	0.8067
910	1776692074.629	0.3539	0.2227	0.806
911	1776692074.66	0.3541	0.2225	0.8054
912	1776692074.691	0.3544	0.2221	0.8058
913	1776692074.723	0.3543	0.2216	0.8026
914	1776692074.758	0.3546	0.2221	0.804
915	1776692074.79	0.3545	0.2217	0.8062
916	1776692074.834	0.3552	0.2217	0.8052
917	1776692074.867	0.3539	0.2218	0.8031
918	1776692074.916	0.3532	0.222	0.8045
919	1776692074.945	0.3533	0.2226	0.8036
920	1776692074.961	0.3532	0.2228	0.805
921	1776692074.992	0.3526	0.2234	0.8046
922	1776692075.024	0.3525	0.2231	0.8035
923	1776692075.076	0.3534	0.2231	0.8039
924	1776692075.103	0.353	0.2233	0.8025
925	1776692075.135	0.3547	0.2225	0.8053
926	1776692075.166	0.3544	0.2229	0.8047
927	1776692075.208	0.3541	0.2228	0.8041
928	1776692075.229	0.3545	0.2229	0.8041
929	1776692075.261	0.3549	0.2235	0.8044
930	1776692075.308	0.3537	0.2237	0.8031
931	1776692075.324	0.3542	0.2235	0.8044
932	1776692075.371	0.3539	0.2231	0.802
933	1776692075.403	0.3517	0.224	0.7987
934	1776692075.434	0.3542	0.2223	0.8031
935	1776692075.465	0.3563	0.2217	0.8047
936	1776692075.508	0.3551	0.2222	0.8035
937	1776692075.539	0.3541	0.2219	0.8049
938	1776692075.559	0.354	0.2225	0.8044
939	1776692075.591	0.3543	0.2227	0.8055
940	1776692075.623	0.3545	0.2217	0.8047
941	1776692075.654	0.3529	0.2229	0.8029
942	1776692075.686	0.3525	0.223	0.8051
943	1776692075.718	0.353	0.2222	0.8035
944	1776692075.75	0.3515	0.223	0.8025
945	1776692075.783	0.3539	0.2227	0.8056
946	1776692075.813	0.3557	0.2222	0.8077
947	1776692075.845	0.3546	0.2223	0.8057
948	1776692075.876	0.354	0.2229	0.8059
949	1776692075.923	0.3533	0.2227	0.8052
950	1776692075.945	0.3536	0.2223	0.8069
951	1776692075.97	0.354	0.2227	0.8073
952	1776692076.001	0.3551	0.2227	0.8076
953	1776692076.033	0.3547	0.2235	0.81
954	1776692076.08	0.3569	0.2246	0.812
955	1776692076.112	0.3599	0.2244	0.8118
956	1776692076.127	0.3585	0.2255	0.8128
957	1776692076.175	0.3615	0.2263	0.8142
958	1776692076.191	0.3619	0.2267	0.8176
959	1776692076.222	0.3638	0.2262	0.8195
960	1776692076.258	0.367	0.2271	0.8189
961	1776692076.3	0.3711	0.2342	0.8276
962	1776692076.316	0.3738	0.235	0.8302
963	1776692076.358	0.3779	0.235	0.8322
964	1776692076.394	0.384	0.2352	0.8382
965	1776692076.422	0.3887	0.2335	0.8444
966	1776692076.454	0.3888	0.2288	0.8555
967	1776692076.484	0.3956	0.2288	0.8572
968	1776692076.521	0.4017	0.2288	0.865
969	1776692076.553	0.41	0.2299	0.8685
970	1776692076.586	0.4121	0.2309	0.8724
971	1776692076.611	0.4131	0.231	0.8739
972	1776692076.643	0.419	0.2299	0.8769
973	1776692076.68	0.4231	0.2307	0.8871
974	1776692076.707	0.4333	0.2315	0.8883
975	1776692076.743	0.4376	0.2307	0.8995
976	1776692076.763	0.4464	0.2312	0.904
977	1776692076.791	0.443	0.2337	0.9071
978	1776692076.823	0.445	0.2334	0.9119
979	1776692076.858	0.4491	0.2333	0.9178
980	1776692076.886	0.454	0.2329	0.9263
981	1776692076.917	0.4575	0.2328	0.9313
982	1776692076.958	0.4599	0.231	0.9401
983	1776692076.981	0.4699	0.228	0.9445
984	1776692077.013	0.474	0.2285	0.9523
985	1776692077.044	0.4803	0.2279	0.9583
986	1776692077.091	0.4808	0.2294	0.9597
987	1776692077.123	0.486	0.2279	0.9684
988	1776692077.168	0.4977	0.228	0.9768
989	1776692077.201	0.5015	0.2277	0.9841
990	1776692077.234	0.5045	0.2272	0.9892
991	1776692077.258	0.508	0.2275	0.996
992	1776692077.28	0.5153	0.2261	1.0068
993	1776692077.312	0.518	0.2266	1.012
994	1776692077.353	0.5222	0.2263	1.0156
995	1776692077.375	0.5267	0.2254	1.0246
996	1776692077.407	0.5293	0.2257	1.0277
997	1776692077.438	0.528	0.2268	1.0347
998	1776692077.47	0.521	0.2278	1.041
999	1776692077.501	0.5201	0.2289	1.044
1000	1776692077.533	0.5384	0.2283	1.047
1001	1776692077.564	0.5483	0.2273	1.0562
1002	1776692077.595	0.5499	0.2272	1.063
1003	1776692077.627	0.5514	0.2283	1.0667
1004	1776692077.659	0.5527	0.2285	1.071
1005	1776692077.689	0.5477	0.2288	1.0741
1006	1776692077.737	0.5524	0.2278	1.0828
1007	1776692077.759	0.5547	0.2274	1.0877
1008	1776692077.785	0.5606	0.2273	1.0974
1009	1776692077.816	0.5626	0.2269	1.1066
1010	1776692077.859	0.5642	0.226	1.1115
1011	1776692077.881	0.5652	0.2258	1.1152
1012	1776692077.913	0.5664	0.228	1.1221
1013	1776692077.943	0.5668	0.2278	1.1256
1014	1776692077.975	0.5667	0.2268	1.1262
1015	1776692078.007	0.5663	0.2282	1.1295
1016	1776692078.038	0.5702	0.2297	1.1328
1017	1776692078.069	0.5759	0.2282	1.144
1018	1776692078.101	0.58	0.2279	1.1496
1019	1776692078.133	0.5806	0.2287	1.1516
1020	1776692078.164	0.5793	0.2289	1.1571
1021	1776692078.196	0.5827	0.2291	1.161
1022	1776692078.231	0.584	0.2283	1.162
1023	1776692078.264	0.5834	0.2292	1.1643
1024	1776692078.303	0.5844	0.2289	1.1726
1025	1776692078.338	0.5821	0.2278	1.1845
1026	1776692078.37	0.5793	0.2268	1.1958
1027	1776692078.401	0.5824	0.2271	1.205
1028	1776692078.433	0.5778	0.2297	1.2087
1029	1776692078.464	0.579	0.2282	1.2146
1030	1776692078.505	0.5759	0.2309	1.2194
1031	1776692078.543	0.5796	0.229	1.228
1032	1776692078.577	0.5801	0.2294	1.2365
1033	1776692078.622	0.5795	0.229	1.2493
1034	1776692078.654	0.573	0.2293	1.2536
1035	1776692078.669	0.574	0.2297	1.2592
1036	1776692078.717	0.5682	0.23	1.2669
1037	1776692078.733	0.5696	0.2306	1.2748
1038	1776692078.764	0.5725	0.2305	1.2811
1039	1776692078.796	0.5792	0.2304	1.295
1040	1776692078.828	0.5772	0.2326	1.3065
1041	1776692078.86	0.5737	0.2319	1.3138
1042	1776692078.906	0.5744	0.231	1.3303
1043	1776692078.93	0.5731	0.2317	1.3383
1044	1776692078.97	0.5664	0.2344	1.341
1045	1776692079.004	0.5681	0.2314	1.3555
1046	1776692079.033	0.5649	0.2329	1.3596
1047	1776692079.065	0.5651	0.2329	1.3723
1048	1776692079.096	0.5617	0.2348	1.3769
1049	1776692079.134	0.5627	0.2346	1.384
1050	1776692079.164	0.5661	0.232	1.4046
1051	1776692079.194	0.5634	0.2322	1.4151
1052	1776692079.223	0.559	0.2325	1.4234
1053	1776692079.254	0.558	0.2321	1.4321
1054	1776692079.286	0.5546	0.2331	1.4391
1055	1776692079.301	0.5581	0.2318	1.4664
1056	1776692079.333	0.5565	0.2303	1.473
1057	1776692079.365	0.5526	0.2311	1.4815
1058	1776692079.396	0.5499	0.231	1.4881
1059	1776692079.428	0.5532	0.2301	1.5076
1060	1776692079.461	0.5511	0.2321	1.5166
1061	1776692079.491	0.5494	0.23	1.5294
1062	1776692079.53	0.5429	0.23	1.5398
1063	1776692079.562	0.5438	0.2301	1.5557
1064	1776692079.594	0.5425	0.2306	1.5677
1065	1776692079.616	0.5406	0.2307	1.5781
1066	1776692079.652	0.5378	0.2308	1.5868
1067	1776692079.679	0.5377	0.2307	1.6008
1068	1776692079.715	0.5357	0.2308	1.6154
1069	1776692079.757	0.5344	0.2296	1.6291
1070	1776692079.791	0.5357	0.231	1.643
1071	1776692079.821	0.5323	0.2303	1.657
1072	1776692079.853	0.5286	0.2299	1.6694
1073	1776692079.884	0.5242	0.2293	1.6778
1074	1776692079.916	0.5208	0.2296	1.6883
1075	1776692079.948	0.52	0.2298	1.7016
1076	1776692079.979	0.5177	0.2299	1.7155
1077	1776692080.011	0.5156	0.2288	1.729
1078	1776692080.042	0.5128	0.2282	1.7399
1079	1776692080.074	0.5123	0.2284	1.7535
1080	1776692080.105	0.5155	0.2289	1.7606
1081	1776692080.136	0.5131	0.2282	1.7739
1082	1776692080.168	0.5049	0.2309	1.7818
1083	1776692080.184	0.4999	0.2289	1.7885
1084	1776692080.215	0.4966	0.2304	1.8011
1085	1776692080.262	0.4946	0.2295	1.8154
1086	1776692080.294	0.5001	0.2296	1.8277
1087	1776692080.33	0.4978	0.2299	1.8356
1088	1776692080.36	0.4927	0.2301	1.8435
1089	1776692080.395	0.484	0.2298	1.8521
1090	1776692080.42	0.4821	0.2305	1.8623
1091	1776692080.451	0.4796	0.232	1.8665
1092	1776692080.482	0.4791	0.2313	1.8746
1093	1776692080.514	0.475	0.2311	1.8826
1094	1776692080.545	0.475	0.2295	1.8948
1095	1776692080.577	0.471	0.2303	1.9067
1096	1776692080.625	0.4652	0.2303	1.9178
1097	1776692080.658	0.4549	0.2298	1.9254
1098	1776692080.688	0.4563	0.2296	1.9358
1099	1776692080.719	0.4569	0.2304	1.9443
1100	1776692080.751	0.4461	0.2307	1.9582
1101	1776692080.782	0.4478	0.2303	1.9717
1102	1776692080.814	0.45	0.2295	1.9859
1103	1776692080.83	0.4482	0.2286	2.002
1104	1776692080.877	0.4442	0.2293	2.0069
1105	1776692080.909	0.4422	0.2276	2.0127
1106	1776692080.941	0.4346	0.2289	2.0147
1107	1776692080.962	0.427	0.2285	2.0155
1108	1776692080.988	0.4254	0.2295	2.0212
1109	1776692081.035	0.4235	0.2285	2.0308
1110	1776692081.066	0.4244	0.229	2.0409
1111	1776692081.097	0.4213	0.2285	2.0473
1112	1776692081.129	0.4169	0.2287	2.0543
1113	1776692081.162	0.4142	0.2281	2.0592
1114	1776692081.196	0.4109	0.2282	2.0671
1115	1776692081.224	0.4133	0.2297	2.0765
1116	1776692081.256	0.4124	0.2284	2.0901
1117	1776692081.287	0.4075	0.2283	2.0953
1118	1776692081.333	0.4057	0.2285	2.0993
1119	1776692081.366	0.4024	0.2289	2.1042
1120	1776692081.398	0.4054	0.2286	2.1163
1121	1776692081.429	0.4047	0.2285	2.126
1122	1776692081.462	0.4012	0.229	2.1341
1123	1776692081.493	0.3991	0.2292	2.1418
1124	1776692081.527	0.3963	0.2299	2.1463
1125	1776692081.559	0.3995	0.2286	2.16
1126	1776692081.598	0.3963	0.23	2.1632
1127	1776692081.619	0.401	0.2276	2.1796
1128	1776692081.662	0.3943	0.229	2.1855
1129	1776692081.682	0.3953	0.2285	2.1959
1130	1776692081.714	0.3897	0.228	2.1998
1131	1776692081.754	0.385	0.2283	2.2056
1132	1776692081.793	0.384	0.2284	2.2086
